Start Time:  11-03-2026 12:29:25          Time Completed:  11-03-2026 13:21:10      Elapsed Time:  00:51:44
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.exp
Data File:     C:\IDEASVSM\LS_QC\Giuliano_8.txt
Plot File:     C:\IDEASVSM\LS_QC\Giuliano_8.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.stp
VSM Data File: C:\IDEASVSM\LS_QC\Giuliano_8.dat

***DATA***

Field(G)	 Moment(emu)	
 19000 	 0.0926223 	
 18000 	 0.0923692 	
 17000 	 0.0920691 	
 16000 	 0.0917932 	
 15000 	 0.0915233 	
 14000 	 0.0912759 	
 13000 	 0.0910315 	
 12000 	 0.0907863 	
 11000 	 0.0905268 	
 9999.99 	 0.0902533 	
 9000.01 	 0.0899691 	
 8000 	 0.0896517 	
 6999.98 	 0.0892866 	
 5999.98 	 0.0888946 	
 5000 	 0.0884798 	
 4000 	 0.0876926 	
 2999.91 	 0.0865815 	
 1999.99 	 0.0846923 	
 999.989 	 0.0801192 	
 949.995 	 0.0796315 	
 900.003 	 0.0791141 	
 850.002 	 0.0785685 	
 799.996 	 0.0779784 	
 750.001 	 0.0773326 	
 699.994 	 0.0766092 	
 649.991 	 0.0758041 	
 599.995 	 0.0748919 	
 549.994 	 0.0738552 	
 500.006 	 0.0726687 	
 450 	 0.0712898 	
 399.994 	 0.0696585 	
 350 	 0.06769 	
 299.986 	 0.0653321 	
 249.984 	 0.0623878 	
 199.991 	 0.0586154 	
 190.002 	 0.0575963 	
 179.994 	 0.0565728 	
 169.994 	 0.0555031 	
 160.004 	 0.0543964 	
 149.991 	 0.0532276 	
 140 	 0.0519941 	
 130.007 	 0.0503238 	
 119.99 	 0.0490546 	
 110.004 	 0.0476385 	
 100.003 	 0.0459499 	
 89.9985 	 0.0443854 	
 79.9902 	 0.0423992 	
 69.9992 	 0.04069 	
 60.0016 	 0.0387797 	
 49.9982 	 0.0366971 	
 39.9982 	 0.0343179 	
 30.007 	 0.0313345 	
 19.9929 	 0.0266685 	
 18.0059 	 0.0249389 	
 15.9913 	 0.0230006 	
 13.9998 	 0.0201406 	
 12.0038 	 0.017617 	
 10.0025 	 0.0146378 	
 7.99099 	 0.0114031 	
 6.00264 	 0.00808768 	
 4.00006 	 0.00511495 	
 2.0057 	 0.00249487 	
-0.000621515 	 0.000220461 	
-1.99154 	-0.00197721 	
-4.00188 	-0.00438637 	
-6.00131 	-0.00695102 	
-7.99542 	-0.00954827 	
-9.99987 	-0.012341 	
-12.0004 	-0.0150954 	
-14.0014 	-0.0176533 	
-16.002 	-0.0198631 	
-17.9991 	-0.0217282 	
-19.9916 	-0.0232871 	
-30.0004 	-0.0283029 	
-39.998 	-0.03139 	
-49.9965 	-0.03371 	
-60.0004 	-0.0356672 	
-70.0051 	-0.0374682 	
-79.9997 	-0.0391894 	
