Start Time:  11-03-2026 15:25:04          Time Completed:  11-03-2026 16:16:56      Elapsed Time:  00:51:51
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.exp
Data File:     C:\IDEASVSM\LS_QC\Giuliano_13a.txt
Plot File:     C:\IDEASVSM\LS_QC\Giuliano_13a.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.stp
VSM Data File: C:\IDEASVSM\LS_QC\Giuliano_13a.dat

***DATA***

Field(G)	 Moment(emu)	
 19000 	 0.10281 	
 18000 	 0.102758 	
 17000 	 0.102635 	
 16000 	 0.102536 	
 15000 	 0.102413 	
 14000 	 0.102289 	
 13000 	 0.102192 	
 12000 	 0.102054 	
 11000 	 0.101949 	
 9999.98 	 0.10184 	
 8999.99 	 0.101707 	
 8000.02 	 0.101529 	
 6999.98 	 0.101359 	
 5999.99 	 0.101141 	
 4999.98 	 0.100945 	
 4000 	 0.100303 	
 2999.93 	 0.099341 	
 1999.99 	 0.0974338 	
 999.982 	 0.0919345 	
 949.999 	 0.0913739 	
 899.993 	 0.090771 	
 850.004 	 0.090113 	
 799.996 	 0.0893947 	
 749.994 	 0.0885994 	
 699.999 	 0.0877153 	
 649.988 	 0.0867487 	
 599.996 	 0.0856866 	
 550.002 	 0.084484 	
 499.999 	 0.0832016 	
 450.008 	 0.0817267 	
 400.008 	 0.0801238 	
 349.993 	 0.078284 	
 300.006 	 0.0762173 	
 249.996 	 0.0738473 	
 200.007 	 0.0711046 	
 190.002 	 0.070466 	
 179.989 	 0.0698263 	
 170.004 	 0.0691739 	
 160.008 	 0.0683956 	
 149.988 	 0.0677499 	
 140.006 	 0.0670531 	
 129.997 	 0.0663252 	
 119.997 	 0.0655727 	
 110.011 	 0.064782 	
 99.9974 	 0.0639585 	
 89.9963 	 0.063096 	
 79.9954 	 0.0622007 	
 69.9939 	 0.0612707 	
 59.9938 	 0.0602968 	
 49.99 	 0.0592364 	
 39.9967 	 0.0580502 	
 29.998 	 0.0567924 	
 20.0079 	 0.0553284 	
 17.9948 	 0.0548254 	
 15.9977 	 0.0542333 	
 13.9936 	 0.0537107 	
 12.0024 	 0.0530519 	
 9.98928 	 0.0521178 	
 7.99802 	 0.0506057 	
 5.99916 	 0.0478769 	
 3.99448 	 0.038615 	
 1.9942 	 0.0312716 	
 0.00208096 	 0.0215989 	
-1.9815 	 0.0181072 	
-3.98251 	 0.0156325 	
-5.99384 	 0.0132327 	
-7.99433 	 0.0106367 	
-9.99764 	 0.00792447 	
-11.9992 	 0.00552704 	
-13.9948 	 0.00115214 	
-15.9998 	 0.000413645 	
-17.9996 	-0.00103557 	
-19.9965 	-0.0029618 	
-30.002 	-0.0170849 	
-40.0035 	-0.0238607 	
-49.9936 	-0.0308286 	
-60.0082 	-0.0360949 	
-69.998 	-0.0411508 	
-80.0006 	-0.0441958 	
-89.9966 	-0.046939 	
-99.9946 	-0.0500902 	
-110.008 	-0.0511691 	
-119.991 	-0.0522276 	
-130.006 	-0.0532547 	
-140.001 	-0.0542837 	
-149.998 	-0.0552939 	
-160.006 	-0.0562732 	
-170.001 	-0.0571916 	
-179.999 	-0.0581155 	
-190.003 	-0.0590046 	
-200.004 	-0.0598689 	
-250.007 	-0.0638842 	
-300.004 	-0.0676289 	
-349.998 	-0.0710296 	
-400.012 	-0.0740792 	
-450.009 	-0.076622 	
-500.002 	-0.0787982 	
-550.002 	-0.0806709 	
-600.001 	-0.0822337 	
-649.997 	-0.0836098 	
-700.001 	-0.0850041 	
-750.005 	-0.0860319 	
-800 	-0.0869628 	
-850.003 	-0.0878175 	
-900.003 	-0.0885978 	
-950.001 	-0.0892997 	
-999.999 	-0.0899389 	
-1999.99 	-0.0963304 	
-3000.02 	-0.0983178 	
-4000.01 	-0.0993205 	
-5000.02 	-0.0999545 	
-6000 	-0.100156 	
-7000 	-0.100583 	
-8000.01 	-0.100828 	
-9000.02 	-0.100944 	
-9999.99 	-0.101004 	
-11000 	-0.101081 	
-12000 	-0.101195 	
-13000 	-0.101405 	
-14000 	-0.101563 	
-15000 	-0.101659 	
-16000 	-0.101941 	
-17000 	-0.102072 	
-18000 	-0.102379 	
-19000 	-0.102915 	
-18000 	-0.102686 	
-17000 	-0.102562 	
-16000 	-0.102368 	
-15000 	-0.102283 	
-14000 	-0.102189 	
-13000 	-0.102106 	
-12000 	-0.101949 	
-11000 	-0.101815 	
-10000 	-0.101668 	
-8999.98 	-0.101541 	
-7999.98 	-0.101405 	
-6999.98 	-0.10124 	
-6000.01 	-0.101023 	
-5000 	-0.100756 	
-4000 	-0.100182 	
-2999.72 	-0.0992594 	
-2000 	-0.0973982 	
-999.992 	-0.0919651 	
-949.999 	-0.091397 	
-899.992 	-0.0907998 	
-850.016 	-0.0901556 	
-800.001 	-0.0894563 	
-750.008 	-0.0886713 	
-699.996 	-0.0878532 	
-649.995 	-0.0869224 	
-600.01 	-0.0859011 	
-550.001 	-0.0847677 	
-499.99 	-0.0835124 	
-449.999 	-0.0821145 	
-399.999 	-0.0805382 	
-349.996 	-0.0787483 	
-299.992 	-0.0766611 	
-249.996 	-0.0743966 	
-200.004 	-0.0717425 	
-189.996 	-0.0711332 	
-180 	-0.0705132 	
-169.999 	-0.0698773 	
-159.997 	-0.0692244 	
-149.999 	-0.0685519 	
-139.99 	-0.0678601 	
-129.995 	-0.0671325 	
-119.996 	-0.0663794 	
-109.997 	-0.0656096 	
-100.001 	-0.0648086 	
-90.0001 	-0.0639658 	
-80.0057 	-0.063098 	
-69.9989 	-0.0621637 	
-60.0042 	-0.0612045 	
-49.9955 	-0.0601819 	
-40.002 	-0.0591054 	
-29.9958 	-0.0579358 	
-20.0047 	-0.0564423 	
-17.9979 	-0.0558689 	
-16.0067 	-0.055362 	
-14.0083 	-0.0548296 	
