Start Time:  11-03-2026 13:32:10          Time Completed:  11-03-2026 14:25:10      Elapsed Time:  00:53:00
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.exp
Data File:     C:\IDEASVSM\LS_QC\Giuliano_18.txt
Plot File:     C:\IDEASVSM\LS_QC\Giuliano_18.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.stp
VSM Data File: C:\IDEASVSM\LS_QC\Giuliano_18.dat

***DATA***

Field(G)	 Moment(emu)	
 19000 	 0.222442 	
 18000 	 0.222232 	
 17000 	 0.221796 	
 16000 	 0.221463 	
 15000 	 0.221197 	
 14000 	 0.220865 	
 13000 	 0.220545 	
 12000 	 0.220391 	
 11000 	 0.220189 	
 10000 	 0.219919 	
 8999.99 	 0.219699 	
 7999.99 	 0.219411 	
 7000.03 	 0.219083 	
 6000.01 	 0.21888 	
 5000.01 	 0.218655 	
 4000.02 	 0.217763 	
 2999.94 	 0.216407 	
 2000 	 0.213975 	
 1000 	 0.206813 	
 950.013 	 0.206032 	
 900.003 	 0.205056 	
 849.996 	 0.204143 	
 800.003 	 0.20314 	
 749.993 	 0.201874 	
 700.009 	 0.200437 	
 649.992 	 0.198708 	
 600 	 0.196336 	
 549.976 	 0.193782 	
 499.988 	 0.190439 	
 449.993 	 0.18603 	
 400.006 	 0.180146 	
 350.016 	 0.172096 	
 299.986 	 0.161423 	
 249.997 	 0.147022 	
 199.996 	 0.129328 	
 189.998 	 0.124009 	
 179.996 	 0.119484 	
 169.991 	 0.114678 	
 159.99 	 0.109875 	
 149.994 	 0.10506 	
 140.004 	 0.0999489 	
 129.998 	 0.094625 	
 120 	 0.0893634 	
 109.994 	 0.081887 	
 99.9986 	 0.0774021 	
 90.0101 	 0.0724928 	
 79.9955 	 0.0673624 	
 70.0013 	 0.0619516 	
 59.9919 	 0.0566823 	
 49.9939 	 0.0512742 	
 40.0002 	 0.0451506 	
 30.0033 	 0.0395581 	
 19.9982 	 0.0321232 	
 18.0072 	 0.0293883 	
 16.0003 	 0.026456 	
 13.9971 	 0.0232364 	
 11.9979 	 0.0198791 	
 10.0038 	 0.0165846 	
 8.00544 	 0.0135688 	
 5.99529 	 0.0110307 	
 3.98877 	 0.00870438 	
 2.00184 	 0.00650564 	
 0.00385941 	 0.0038251 	
-2.00564 	 0.00214823 	
-3.95584 	 0.000849693 	
-6.00595 	-0.000859637 	
-8.00874 	-0.00201438 	
-9.99709 	-0.00350538 	
-11.9981 	-0.00619553 	
-14.002 	-0.00824586 	
-16.0043 	-0.0106491 	
-18.0085 	-0.0130205 	
-19.9944 	-0.0159015 	
-29.9977 	-0.0217272 	
-39.9943 	-0.02749 	
-49.9985 	-0.0334774 	
-59.9995 	-0.0392911 	
-70.0008 	-0.044533 	
-80.006 	-0.0500224 	
-90.001 	-0.0545108 	
-99.9968 	-0.0591778 	
-110.004 	-0.0639381 	
-119.998 	-0.0687358 	
-129.998 	-0.0736322 	
-139.994 	-0.0783892 	
-150.002 	-0.0832753 	
-160.002 	-0.0882975 	
-170.007 	-0.0929929 	
-180.005 	-0.0975536 	
-189.999 	-0.102125 	
-199.999 	-0.106768 	
-250.004 	-0.124581 	
-300 	-0.139958 	
-350.004 	-0.152543 	
-400.011 	-0.162905 	
-449.998 	-0.170786 	
-500.006 	-0.177131 	
-550.008 	-0.182223 	
-599.999 	-0.18637 	
-650.008 	-0.189811 	
-700.004 	-0.192503 	
-750.002 	-0.194951 	
-800.004 	-0.196833 	
-850.007 	-0.19847 	
-900.01 	-0.199843 	
-950.005 	-0.201054 	
-999.997 	-0.202061 	
-2000 	-0.210702 	
-3000.02 	-0.2135 	
-4000.01 	-0.214914 	
-5000.02 	-0.215953 	
-6000.02 	-0.2161 	
-7000.02 	-0.216335 	
-7999.99 	-0.216628 	
-9000.01 	-0.217194 	
-10000 	-0.217524 	
-11000 	-0.217714 	
-12000 	-0.217852 	
-13000 	-0.21821 	
-14000 	-0.218545 	
-15000 	-0.219179 	
-16000 	-0.219513 	
-17000 	-0.220141 	
-18000 	-0.220988 	
-19000 	-0.222439 	
-18000 	-0.22163 	
-17000 	-0.221309 	
-16000 	-0.220841 	
-15000 	-0.220495 	
-14000 	-0.220041 	
-13000 	-0.219882 	
